year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2001,7,336,1.5 B,,,Carl Berg,,64,,United States,United States,Atherton,,['Real Estate'],,,,
2001,7,336,1.5 B,Dorrance,Bennett,Bennett Dorrance,1946-02-09,54,Male,United States,United States,Paradise Valley,,['Food and Beverage'],,,False,
2001,7,336,1.5 B,,,Richard Kinder,,56,,United States,United States,Houston,,['Oil'],,,,
2001,7,336,1.5 B,,,Henry Kravis,,57,,United States,United States,New York,,['Finance'],,,,
2001,7,336,1.5 B,,,Richard Marriott,,62,,United States,United States,Potomac,,,,,,
2001,7,336,1.5 B,McCombs,"Billy Joe ""Red""",Billy Joe (Red) McCombs,1927-10-19,73,Male,United States,United States,San Antonio,,['Media'],,,False,
2001,7,336,1.5 B,,,Marius Nacht,,35,,Israel,Israel,Tel Aviv,,['Software'],,,,
2001,7,336,1.5 B,,,Mitchell Rales,,44,,United States,United States,Washington,,['Finance'],,,,
2001,7,336,1.5 B,,,Steven Rales,,49,,United States,United States,Washington,,['Finance'],,,,
2001,7,336,1.5 B,,,George Roberts,,56,,United States,United States,San Francisco,,['Finance'],,,,
2001,7,336,1.5 B,,,Luis Carlos Sarmiento,,68,,Colombia,Colombia,Bogota,,['Finance'],,,,
2001,7,336,1.5 B,,,Harold Simmons,,70,,United States,United States,Dallas,,['Finance'],,,,
2001,7,336,1.5 B,,,John Sobrato & family,,62,,United States,United States,Atherton,,['Real Estate'],,,,
2001,7,336,1.5 B,,,Hiew King Tiong,,65,,Malaysia,Malaysia,Sibu,,,,,,
2001,7,336,1.5 B,,,Kenny Troutt,,53,,United States,United States,Dallas,,,,,,
2001,7,363,1.4 B,,,Roman Abramovich,,34,,Russia,Russia,,,['Oil'],,,,
2001,7,363,1.4 B,,,Pierre Bellon & family,,71,,France,France,Paris,,,,,,
2001,7,363,1.4 B,,,Emilio Botin,,66,,Spain,Spain,Santander,,['Finance'],,,,
2001,7,363,1.4 B,,,Stephen Case,,43,,United States,United States,McLean,,['Media'],,,,
2001,7,363,1.4 B,,,Mark Cuban,,42,,United States,United States,Dallas,,,,,,
2001,7,363,1.4 B,,,Stanley Druckenmiller,,49,,United States,United States,New York,,['Finance'],,,,
2001,7,363,1.4 B,Ford,William,William Ford Sr,1925-03-14,76,Male,United States,United States,Grosse Pointe Shores,,['Manufacturing'],,,False,
2001,7,363,1.4 B,Frist,Thomas,Thomas Frist Jr & family,1938-08-12,62,Male,United States,United States,Nashville,,['Health care'],,,False,
2001,7,363,1.4 B,,,Soichiro Fukutake,,55,,Japan,Japan,Okayama,,,,,,
2001,7,363,1.4 B,,,Barbara Carlson Gage & family,,59,,United States,United States,Minneapolis,,,,,,
2001,7,363,1.4 B,,,Stein Erik Hagen & family,,44,,Norway,Norway,Oslo,,,,,,
2001,7,363,1.4 B,Kellogg,William,William Kellogg,1943-07-08,58,Male,United States,United States,Oconomowoc,,['Fashion and Retail'],,,False,
2001,7,363,1.4 B,Lindemann,George,George Lindemann & family,1936-03-26,64,Male,United States,United States,Palm Beach,,['Investments'],,,False,
2001,7,363,1.4 B,,,Robert McNair,,64,,United States,United States,Houston,,['Energy'],,,,
2001,7,363,1.4 B,,,Marilyn Carlson Nelson & family,,62,,United States,United States,Minneapolis,,,,,,
2001,7,363,1.4 B,Prada,Miuccia,Miuccia Prada,1949-05-10,,Female,Italy,Italy,Rome,Business,['Business'],Prada,"Owner, Fashion Designer",False,
2001,7,387,1.3 B,,,Vagit Alekperov,,51,,Russia,Russia,Moscow,,['Oil'],,,,
2001,7,387,1.3 B,,,Mikhail Fridman,,37,,Russia,Russia,Moscow,,['Oil'],,,,
2001,7,387,1.3 B,,,Alfredo Harp Helu & family,,57,,Mexico,Mexico,Mexico City,,['Finance'],,,,
2001,7,387,1.3 B,,,Hans-Werner Hector,,61,,Germany,Germany,Weinheim,,,,,,
2001,7,387,1.3 B,,,Roberto Hernandez Ramirez,,59,,Mexico,Mexico,Mexico City,,['Finance'],,,,
2001,7,387,1.3 B,,,Bradley Hughes,,68,,United States,United States,Bel Air,,['Real Estate'],,,,
2001,7,387,1.3 B,Jobs,Steven,Steve Jobs,1955-02-24,46,Male,United States,,,,['Technology'],,,False,
2001,7,387,1.3 B,,,Kenneth Langone,,65,,United States,United States,Long Island,,['Investments'],,,,
2001,7,387,1.3 B,,,Eliodoro Matte & family,,55,,Chile,Chile,Santiago,,,,,,
2001,7,387,1.3 B,McCain,Wallace,Wallace McCain,1930-01-01,0,Male,Canada,,,,['Food and Beverage'],,,False,
2001,7,387,1.3 B,Moreno,Arturo,Arturo Moreno,1946-08-14,54,Male,United States,United States,Phoenix,,['Sports'],,,False,
2001,7,387,1.3 B,,,Charles Munger,,76,,United States,United States,Los Angeles,,['Finance'],,,,
2001,7,387,1.3 B,,,Johann Rupert & family,,51,,South Africa,South Africa,Stellenbosch,,['Retail'],,,,
2001,7,387,1.3 B,,,Haim Saban,,56,,United States,United States,Los Angeles,,['Media'],,,,
2001,7,387,1.3 B,,,Henry Sy & family,,76,,Philippines,Philippines,Manila,,,,,,
2001,7,421,1.2 B,,,Edward Bass,,56,,United States,United States,Fort Worth,,['Investments'],,,,
2001,7,421,1.2 B,,,Kunio Busujima & family,,62,,Japan,Japan,Kiryu,,,,,,
2001,7,421,1.2 B,,,"Archie Aldis ""Red"" Emmerson",,72,,United States,United States,Redding,,,,,,
2001,7,421,1.2 B,,,John Fredriksen,,56,,Norway,Norway,Oslo,,['Shipping'],,,,
2001,7,421,1.2 B,,,Marguerite Harbert,,78,,United States,United States,Birmingham,,,,,,
2001,7,421,1.2 B,,,Joseph Jamail,,75,,United States,United States,Houston,,,,,,
2001,7,421,1.2 B,,,John Marriott,,69,,United States,United States,Potomac,,,,,,
2001,7,421,1.2 B,,,Richard Scaife,,68,,United States,United States,Pittsburgh,,['Finance'],,,,
2001,7,421,1.2 B,Shinawatra,Thaksin,Thaksin Shinawatra & family,1949-07-26,51,Male,Thailand,Thailand,Bangkok,,,,,False,
2001,7,421,1.2 B,,,Jon Stryker,,0,,United States,United States,Kalamazoo,,['Health Care'],,,,
2001,7,421,1.2 B,,,Lucio Tan & family,,66,,Philippines,Philippines,Manila,,,,,,
2001,7,421,1.2 B,,,Daniel Ziff,,29,,United States,United States,New York,,['Investments'],,,,
2001,7,421,1.2 B,Ziff,Dirk,Dirk Ziff,1964-04-01,37,Male,United States,United States,North Palm Beach,,['Investments'],,,False,
2001,7,421,1.2 B,,,Robert Ziff,,33,,United States,United States,New York,,['Investments'],,,,
2001,7,421,1.2 B,,,Mortimer Zuckerman,,64,,United States,United States,New York,,['Real Estate'],,,,
2001,7,452,1.1 B,,,Francesco Gaetano Caltagirone,,58,,Italy,Italy,,,,,,,
2001,7,452,1.1 B,Cook,William,William Cook,1931-09-01,69,Male,United States,,,,['Health care'],,,False,
2001,7,452,1.1 B,,,Jean Coutu,,74,,Canada,Canada,Quebec,,['Retail'],,,,
2001,7,452,1.1 B,,,Victor Fung,,56,,Hong Kong,Hong Kong,hong kong,,,,,,
2001,7,452,1.1 B,,,William Fung,,53,,Hong Kong,Hong Kong,hong kong,,,,,,
2001,7,452,1.1 B,Goldsbury,Christopher,Christopher Goldsbury,1943-01-01,58,Male,United States,United States,San Antonio,,['Food and Beverage'],,,False,
2001,7,452,1.1 B,,,Jonathan Harmsworth,,33,,United Kingdom,n/a,London,,,,,,
2001,7,452,1.1 B,,,Sidney Kimmel,,72,,United States,United States,Philadelphia,,['Apparel'],,,,
2001,6,452,1.1 B,Kozuki,Kagemasa,Kagemasa Kozuki,1940-11-12,60,Male,Japan,Japan,Tokyo,Technology,['Technology'],,,True,
2001,7,452,1.1 B,,,Barry Lam,,52,,Taiwan,Taiwan,,,,,,,
2001,7,452,1.1 B,,,Drayton McLane,,64,,United States,United States,Temple,,['Retail'],,,,
2001,7,452,1.1 B,,,David Murdock,,78,,United States,United States,Bel Air,,['Finance'],,,,
2001,7,452,1.1 B,,,Leng Chan Quek,,60,,Malaysia,Malaysia,Kuala Lumpur,,,,,,
2001,7,452,1.1 B,,,Patrick Ryan,,64,,United States,United States,Winnetka,,['Insurance'],,,,
2001,7,452,1.1 B,,,Walter Scott,,70,,United States,United States,Omaha,,['Construction &#38; Engineering'],,,,
2001,7,452,1.1 B,,,Pat Stryker,,0,,United States,United States,Fort Collins,,['Health Care'],,,,
2001,7,452,1.1 B,,,Ronda Stryker,,46,,United States,United States,Portage,,['Health Care'],,,,
2001,7,452,1.1 B,,,Albert Ueltschi,,84,,United States,United States,Irvine,,,,,,
2001,7,452,1.1 B,,,Charlotte Colket Weber,,58,,United States,United States,Ocala,,['Food'],,,,
2001,7,452,1.1 B,,,Peter Woo & family,,55,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2001,7,490,1.0 B,,,Sheldon Adelson,,67,,United States,United States,Las Vegas,,,,,,
2001,7,490,1.0 B,,,Thomas Bailey,,64,,United States,United States,Aspen,,['Finance'],,,,
2001,7,490,1.0 B,,,Charles Cadogan & family,,64,,United Kingdom,United Kingdom,London,,['Real Estate'],,,,
2001,7,490,1.0 B,,,Tae-Won Chey,,41,,South Korea,South Korea,Seoul,,,,,,
2001,7,490,1.0 B,,,Belmiro de Azevedo,,63,,Portugal,Portugal,Oporto,,,,,,
2001,6,490,1.0 B,de Rothschild,Benjamin,Benjamin de Rothschild,1963-07-30,37,Male,Switzerland,Switzerland,Geneva,Finance and Investments,['Finance and Investments'],,,False,
2001,7,490,1.0 B,,,Barry Diller,,59,,United States,United States,New York,,,,,,
2001,6,490,1.0 B,Dixon,Mark,Mark Dixon,1959-02-11,42,Male,United Kingdom,United Kingdom,Chertsey,Real Estate,['Real Estate'],,,True,
2001,7,490,1.0 B,,,L. John Doerr,,50,,United States,United States,Menlo Park,,['Finance'],,,,
2001,7,490,1.0 B,,,Gabriel Escarrer,,66,,Spain,Spain,Palma de Majorca,,,,,,
2001,7,490,1.0 B,,,David Filo,,35,,United States,United States,Santa Clara,,,,,,
2001,7,490,1.0 B,,,Albert Frere,,75,,Belgium,Belgium,Charleroi,,['Investments'],,,,
2001,7,490,1.0 B,,,Tom Gores,,36,,United States,United States,Los Angeles,,['Finance'],,,,
2001,7,490,1.0 B,,,William Randolph Hearst,,51,,United States,United States,San Francisco,,['Media'],,,,
2001,7,490,1.0 B,,,Antonia Johnson,,58,,Sweden,Sweden,Stockholm,,,,,,
2001,7,490,1.0 B,,,Vinod Khosla,,46,,United States,United States,Menlo Park,,['Finance'],,,,
2001,7,490,1.0 B,,,Alicia Koplowitz,,48,,Spain,Spain,Madrid,,['Construction &#38; Engineering'],,,,
2001,7,490,1.0 B,,,Esther Koplowitz,,50,,Spain,Spain,Barcelona,,['Construction &#38; Engineering'],,,,
2001,7,490,1.0 B,,,Bruce Kovner,,55,,United States,United States,New York,,['Finance'],,,,
2001,7,490,1.0 B,,,Ananda Krishnan,,63,,Malaysia,Malaysia,Kuala Lumpur,,,,,,
2001,7,490,1.0 B,,,German Larrea Mota Velasco & family,,47,,Mexico,Mexico,Mexico City,,,,,,
2001,6,490,1.0 B,Lee,Peter,Lee family,,73,Male,Hong Kong,Hong Kong,Hong Kong,,,,,False,
2001,7,490,1.0 B,,,Julian Robertson,,69,,United States,United States,New York,,['Finance'],,,,
2001,7,490,1.0 B,,,Onsi Sawiris,,71,,Egypt,Egypt,Cairo,,['Manufacturing'],,,,
2001,7,490,1.0 B,Schneider,Donald,Donald Schneider,1935-10-19,65,Male,United States,,,,['Logistics'],,,False,
2001,7,490,1.0 B,,,Hope Hill van Beuren,,67,,United States,United States,Middletown,,['Food'],,,,
2001,7,490,1.0 B,,,Cho Yaw Wee & family,,72,,Singapore,Singapore,Singapore,,['Finance'],,,,
2001,7,490,1.0 B,,,Dean White,,78,,United States,United States,Crown Point,,['Media'],,,,
2001,7,490,1.0 B,,,Jerry Yang,,32,,United States,United States,Los Altos,,,,,,
2002,3,1,52.8 B,Gates,William,Bill Gates,1955-10-28,46,Male,United States,United States,Medina,,['Technology'],,,False,Decreased
2002,3,2,35.0 B,,,Warren Buffett,,71,,United States,United States,Omaha,,['Investments'],,,,
2002,3,4,25.2 B,Allen,Paul,Paul Allen,1953-01-21,49,Male,United States,United States,Mercer Island,,['Technology'],,,False,Decreased
2002,3,5,23.5 B,,,Lawrence Ellison,,57,,United States,United States,Atherton,,['Software'],,,,
2002,3,6,20.8 B,,,Jim Walton,,54,,United States,United States,Bentonville,,['Retail'],,,,
2002,3,8,20.5 B,,,Alice Walton,,53,,United States,United States,Fort Worth,,['Retail'],,,,
2002,3,8,20.5 B,,,S. Robson Walton,,58,,United States,United States,Bentonville,,['Retail'],,,,
2002,3,11,20.0 B,,,Prince Alwaleed Bin Talal Alsaud,,45,,Saudi Arabia,Saudi Arabia,Riyadh,,['Investments'],,,,
2002,3,12,18.4 B,,,Johanna Quandt,,74,,Germany,Germany,Bad Homburg,,['Manufacturing'],,,,
2002,3,13,14.9 B,,,Liliane Bettencourt,,79,,France,France,Paris,,['Manufacturing'],,,,
2002,3,15,14.8 B,Ballmer,Steven,Steve Ballmer,1956-03-24,45,Male,United States,United States,Hunts Point,,['Technology'],,,False,Decreased
2002,3,16,13.4 B,,,Ingvar Kamprad & family,,75,,Sweden,Switzerland,Lausanne,,['Retail'],,,,
2002,3,17,11.5 B,,,Carlos Slim Helu & family,,62,,Mexico,Mexico,Mexico City,,,,,,
2002,3,18,11.1 B,,,Michael Dell,,37,,United States,United States,Austin,,,,,,
2002,3,19,10.7 B,,,Birgit Rausing & family,,49,,Sweden,United Kingdom,Suffolk,,['Manufacturing'],,,,
2002,3,21,10.1 B,Chambers,Anne Cox,Anne Cox Chambers,1919-12-01,82,Female,United States,United States,Atlanta,,['Media'],,,False,Decreased
2002,3,23,10.0 B,,,Ka-shing Li,,73,,Hong Kong,Hong Kong,Hong Kong,,,,,,
2002,3,24,9.2 B,,,Kwok family,,0,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2002,3,25,9.1 B,,,Amancio Ortega,,66,,Spain,Spain,La Coruna,,['Apparel'],,,,
2002,3,26,9.0 B,,,Forrest Mars,,70,,United States,United States,McLean,,['Food'],,,,
2002,3,26,9.0 B,,,Jacqueline Mars,,63,,United States,United States,Bedminster,,['Food'],,,,
2002,3,26,9.0 B,,,John Mars,,65,,United States,United States,Arlington,,['Food'],,,,
2002,3,29,8.6 B,,,Abigail Johnson,,40,,United States,United States,Boston,,['Finance'],,,,
2002,3,31,8.4 B,,,Ernesto Bertarelli & family,,36,,Switzerland,Switzerland,Geneva,,['Pharmaceuticals'],,,,
2002,3,32,8.1 B,,,Sumner Redstone,,78,,United States,United States,Newton Centre,,['Media'],,,,
2002,3,33,7.7 B,,,Hans Rausing,,75,,Sweden,United Kingdom,Wadhurst,,['Manufacturing'],,,,
2002,3,35,7.2 B,,,Silvio Berlusconi & family,,65,,Italy,Italy,North of Milan,,,,,,
2002,3,36,7.0 B,,,Bernard Arnault,,53,,France,France,Paris,,,,,,
2002,3,37,6.9 B,,,George Soros,,71,,United States,United States,Bedford,,['Finance'],,,,
2002,3,38,6.7 B,,,Gerald Cavendish Grosvenor & family,,50,,United Kingdom,United Kingdom,Chester,,['Real Estate'],,,,
2002,3,39,6.6 B,,,Leonardo Del Vecchio,,66,,Italy,Italy,Milan,,['Manufacturing'],,,,
2002,3,40,6.5 B,,,Michael Otto & family,,58,,Germany,Germany,Hamburg,,['Retail'],,,,
2002,3,41,6.4 B,,,Azim Premji,,56,,India,India,Bangalore,,,,,,
2002,3,42,6.2 B,Ergen,Charles,Charles Ergen,1953-03-01,49,Male,United States,United States,Denver,,['Media'],,,False,Decreased
2002,3,43,6.1 B,,,Gordon Moore,,73,,United States,United States,Woodside,,,,,,
2002,3,44,5.8 B,,,Kirk Kerkorian,,84,,United States,United States,Los Angeles,,['Investments'],,,,
2002,3,45,5.7 B,Al-Kharafi,Nasser,Nasser Al-Kharafi & family,1943-06-17,58,Male,Kuwait,,,,['Diversified'],,,False,Decreased
2002,3,45,5.7 B,Knight,Philip,Phil Knight,1938-02-24,64,Male,United States,United States,Hillsboro,,['Fashion and Retail'],,,False,Increased
2002,3,45,5.7 B,,,Rupert Murdoch,,71,,United States,United States,New York,,['Media'],,,,
2002,3,48,5.6 B,,,Curt Engelhorn,,75,,Germany,Bermuda,,,['Pharmaceuticals'],,,,
2002,3,48,5.6 B,,,Stefan Persson,,54,,Sweden,Sweden,Stockholm,,['Retail'],,,,
2002,3,51,5.2 B,,,Eli Broad,,68,,United States,United States,Brentwood,,['Real Estate'],,,,
2002,3,51,5.2 B,,,Shau Kee Lee,,74,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2002,3,54,5.1 B,,,Philip Anschutz,,62,,United States,United States,Denver,,,,,,
2002,3,55,5.0 B,,,Gustavo Cisneros & family,,56,,Venezuela,Venezuela,Caracas,,['Media'],,,,
2002,3,55,5.0 B,,,Walter Haefner,,91,,Switzerland,Switzerland,Zurich,,,,,,
2002,3,55,5.0 B,,,Carl Icahn,,66,,United States,United States,New York,,['Investments'],,,,
2002,3,55,5.0 B,,,Donald Newhouse,,72,,United States,United States,Somerset County,,['Media'],,,,
2002,3,55,5.0 B,,,Samuel Newhouse,,74,,United States,United States,New York,,['Media'],,,,
2002,3,55,5.0 B,,,Thomas Pritzker,,51,,United States,United States,Chicago,,,,,,
2002,3,62,4.9 B,,,Luciano Benetton,,66,,Italy,Italy,Treviso,,['Apparel'],,,,
2002,3,62,4.9 B,,,Serge Dassault & family,,77,,France,France,Paris,,['Manufacturing'],,,,
2002,3,64,4.8 B,Goodnight,James,James Goodnight,1943-01-06,59,Male,United States,United States,Cary,,['Technology'],,,False,Decreased
2002,3,64,4.8 B,,,August von Finck,,71,,Germany,Switzerland,,,['Investments'],,,,
2002,3,68,4.6 B,,,Pierre Omidyar,,34,,United States,United States,Palo Alto,,,,,,
2002,3,72,4.4 B,,,Michael Bloomberg,,59,,United States,United States,New York,,['Media'],,,,
2002,3,72,4.4 B,,,Lorenzo Mendoza & family,,36,,Venezuela,Venezuela,Caracas,,['Beverages'],,,,
2002,3,72,4.4 B,,,Hasso Plattner,,58,,Germany,Germany,Heidelberg,,['Software'],,,,
2002,3,76,4.3 B,,,Charlene de Carvalho-Heineken,,47,,Netherlands,United Kingdom,London,,['Beverages'],,,,
2002,3,76,4.3 B,,,Rolf Gerling,,47,,Germany,Switzerland,Zurich,,['Insurance'],,,,
2002,3,76,4.3 B,,,Edward Johnson,,71,,United States,United States,Boston,,['Finance'],,,,
2002,3,76,4.3 B,,,David Sainsbury,,61,,United Kingdom,n/a,London,,,,,,
2002,3,76,4.3 B,,,Alain &#38; Gerard Wertheimer,,0,,France,France,Paris,,['Apparel'],,,,
2002,3,82,4.2 B,,,Galen Weston & family,,61,,Canada,Canada,Toronto,,['Retail'],,,,
2002,3,84,4.1 B,,,"James, Arthur &#38; John Irving",,0,,Canada,Canada,Saint John,,['Oil'],,,,
2002,3,84,4.1 B,,,Robert Kuok,,79,,Malaysia,Hong Kong,Hong Kong,,['Agriculture'],,,,
2002,3,84,4.1 B,,,Charles Schwab,,64,,United States,United States,Atherton,,['Finance'],,,,
2002,3,87,4.0 B,,,Donald Bren,,69,,United States,United States,Newport Beach,,['Real Estate'],,,,
2002,3,87,4.0 B,,,David Geffen,,59,,United States,United States,Malibu,,['Media'],,,,
2002,3,87,4.0 B,,,Mehmet Emin Karamehmet,,48,,Turkey,Turkey,Istanbul,,,,,,
2002,3,87,4.0 B,,,Ty Warner,,58,,United States,United States,Chicago,,['Manufacturing'],,,,
2002,3,96,3.9 B,Perot,Henry Ross,Henry Ross Perot Sr,1930-06-27,71,Male,United States,United States,Dallas,,['Technology'],,,False,Increased
2002,3,97,3.8 B,,,Erivan Haub & family,,69,,Germany,Germany,Muelheim an der Ruhr,,['Retail'],,,,
2002,3,97,3.8 B,Huntsman,Jon,Jon Huntsman,1937-06-21,64,Male,United States,United States,Salt Lake City,,,,,False,Remained Even
2002,3,97,3.8 B,,,"Robert E ""Ted"" Turner",,63,,United States,United States,Atlanta,,['Media'],,,,
2002,3,101,3.7 B,,,Jeronimo Arango & family,,76,,Mexico,Mexico,,,['Retail'],,,,
2002,3,103,3.6 B,Arison,Micky,Micky Arison,1949-06-29,52,Male,United States,United States,Bal Harbour,,['Service'],,,False,Decreased
2002,3,103,3.6 B,,,Antonio Ermirio de Moraes & family,,73,,Brazil,Brazil,Sao Paulo,,,,,,
2002,3,106,3.4 B,Crown,Lester,Lester Crown & family,1925-06-07,76,Male,United States,United States,Wilmette,,['Investments'],,,False,Increased
2002,3,106,3.4 B,,,Karl-Heinz Kipp,,78,,Germany,Switzerland,Arosa,,['Real Estate'],,,,
2002,3,106,3.4 B,,,Spiro Latsis & family,,55,,Greece,Switzerland,Geneva,,,,,,
2002,3,106,3.4 B,,,Akira Mori & family,,65,,Japan,Japan,Tokyo,,['Real Estate'],,,,
2002,3,106,3.4 B,,,William Wrigley,,39,,United States,United States,Lake Forest,,['Food'],,,,
2002,3,112,3.3 B,,,Shari Arison,,44,,Israel,Israel,Tel Aviv,,,,,,
2002,3,112,3.3 B,,,Nicky Oppenheimer & family,,56,,South Africa,South Africa,Johannesburg,,,,,,
2002,3,118,3.1 B,,,Eitaro Itoyama,,59,,Japan,Japan,Tokyo,,['Real Estate'],,,,
2002,3,118,3.1 B,,,Michael Kadoorie & family,,61,,Hong Kong,Hong Kong,Hong Kong,,,,,,
2002,3,118,3.1 B,,,Charles Koch,,66,,United States,United States,Wichita,,['Oil'],,,,
2002,3,118,3.1 B,,,David Koch,,61,,United States,United States,New York,,['Oil'],,,,
2002,3,118,3.1 B,,,Francois Pinault & family,,65,,France,France,Paris,,,,,,
2002,3,118,3.1 B,,,Stephan Schmidheiny,,54,,Switzerland,Switzerland,Zurich,,['Investments'],,,,
2002,3,118,3.1 B,,,Reinhold Wurth,,66,,Germany,n/a,Kuenzelsau,,,,,,
2002,3,127,3.0 B,,,Roman Abramovich,,35,,Russia,Russia,Anadyr,,['Oil'],,,,
2002,3,127,3.0 B,,,Riley Bechtel,,49,,United States,United States,San Francisco,,['Construction &#38; Engineering'],,,,
2002,3,127,3.0 B,,,Stephen Bechtel,,76,,United States,United States,San Francisco,,['Construction &#38; Engineering'],,,,
2002,3,127,3.0 B,,,Edgar Bronfman,,73,,United States,United States,New York,,['Manufacturing'],,,,
2002,3,127,3.0 B,,,Bernard Ecclestone & family,,71,,United Kingdom,United Kingdom,London,,,,,,
2002,3,127,3.0 B,Hillman,Henry,Henry Hillman,1918-12-25,83,Male,United States,United States,Pittsburgh,,['Investments'],,,False,Remained Even
2002,3,127,3.0 B,Lucas,George,George Lucas,1944-05-14,57,Male,United States,United States,San Anselmo,,['Media'],,,False,Remained Even
2002,3,127,3.0 B,Marcus,Bernard,Bernard Marcus,1929-05-12,72,Male,United States,United States,Atlanta,,['Fashion and Retail'],,,False,Decreased
2002,3,127,3.0 B,,,Thomas Siebel,,49,,United States,United States,San Mateo,,['Software'],,,,
2002,3,127,3.0 B,Taylor,Jack,Jack Taylor & family,1922-09-01,79,Male,United States,United States,St. Louis,,['Service'],,,False,Increased
2002,3,138,2.9 B,,,Hubert Burda,,62,,Germany,Germany,Munich,,['Media'],,,,
2002,3,138,2.9 B,,,Masatoshi Ito,,77,,Japan,Japan,Tokyo,,['Retail'],,,,
2002,3,138,2.9 B,,,Leonard Lauder,,68,,United States,United States,New York,,['Manufacturing'],,,,
2002,3,144,2.8 B,,,Aloysio de Andrade Faria,,81,,Brazil,Brazil,Sao Paulo,,['Finance'],,,,
2002,3,144,2.8 B,,,Ann Walton Kroenke,,52,,United States,United States,Columbia,,['Retail'],,,,
2002,3,144,2.8 B,,,Nancy Walton Laurie,,50,,United States,United States,Columbia,,['Retail'],,,,
2002,3,144,2.8 B,,,Sergio Mantegazza,,74,,Switzerland,Switzerland,Lugano,,,,,,
2002,3,144,2.8 B,,,Klaus Tschira,,61,,Germany,Germany,Heidelberg,,['Software'],,,,
2002,3,152,2.6 B,,,Heinz Bauer,,62,,Germany,Germany,Hamburg,,['Media'],,,,
2002,3,152,2.6 B,,,A. Jerrold Perenchio,,71,,United States,United States,Bel Air,,['Media'],,,,
2002,3,152,2.6 B,,,Richard Schulze,,61,,United States,United States,Edina,,['Retail'],,,,
2002,3,152,2.6 B,Wexner,Leslie,Leslie Wexner,1937-09-08,64,Male,United States,United States,New Albany,,['Fashion and Retail'],,,False,Decreased
2002,3,157,2.5 B,,,Robert Bass,,54,,United States,United States,Fort Worth,,['Investments'],,,,
2002,3,157,2.5 B,,,Charles Bronfman,,70,,Canada,Canada,Montreal,,['Beverages'],,,,
